SiteName,Year,Month,Time,Salinity,Latitude,Longitude,Grid.Lat,Grid.Long,Unique,Depth,Flow,PREC,AMO,NAO,ACE,AMO6,NAO6,FLOW6,PREC6
LAGUNA SALADA FROM FIXED BAFFIN BAY NAVIGATION MARKER 40 STEER 259 DEGREES FOR 7.625 KM,2001,7,2001_7,31,27.269388,-97.715248,27.3,-97.7,27.3_-97.7,0.3,15749.3,104.1,0.131,0.3,110.1,0.045666667,-0.533333333,117480.7,56.3
BAFFIN BAY AT CM 14,2001,7,2001_7,32,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,15749.3,104.1,0.131,0.3,110.1,0.045666667,-0.533333333,117480.7,56.3
LAGUNA SALADA FROM FIXED BAFFIN BAY NAVIGATION MARKER 40 STEER 256 DEGREES FOR 5.993 KM,2001,7,2001_7,38,27.269804,-97.698502,27.3,-97.7,27.3_-97.7,0.3,15749.3,104.1,0.131,0.3,110.1,0.045666667,-0.533333333,117480.7,56.3
LAGUNA SALADA FROM FIXED BAFFIN BAY NAVIGATION MARKER 40 STEER 254 DEGREES FOR 3.115 KM,2001,7,2001_7,92,27.274555,-97.669861,27.3,-97.7,27.3_-97.7,0.3,15749.3,104.1,0.131,0.3,110.1,0.045666667,-0.533333333,117480.7,56.3
LAGUNA SALADA FROM FIXED BAFFIN BAY NAVIGATION MARKER 40 STEER 255 DEGREES FOR 7.304 KM,2001,7,2001_7,100,27.26614,-97.711136,27.3,-97.7,27.3_-97.7,0.3,15749.3,104.1,0.131,0.3,110.1,0.045666667,-0.533333333,117480.7,56.3
BAFFIN BAY FROM FIXED BAFFIN BAY NAVIGATION MARKER 8 STEER 188 DEGREES FOR 1.288 KM,2001,8,2001_8,10,27.265833,-97.444,27.3,-97.4,27.3_-97.4,0.3,47715.2,149.9,0.173,0.6,110.1,0.079666667,-0.35,153500.2,75.46666667
BAFFIN BAY FROM FIXED BAFFIN BAY NAVIGATION MARKER 5 STEER 230 DEGREES FOR 0.373 KM,2001,8,2001_8,14,27.273138,-97.424004,27.3,-97.4,27.3_-97.4,0.3,47715.2,149.9,0.173,0.6,110.1,0.079666667,-0.35,153500.2,75.46666667
BAFFIN BAY FROM FIXED BAFFIN BAY NAVIGATION MARKER 24 STEER 352 DEGREES FOR 0.845 KM,2001,8,2001_8,47,27.26911,-97.55378,27.3,-97.6,27.3_-97.6,0.3,47715.2,149.9,0.173,0.6,110.1,0.079666667,-0.35,153500.2,75.46666667
BAFFIN BAY FROM FIXED BAFFIN BAY NAVIGATION MARKER 20 STEER 326 DEGREES FOR 1.116 KM,2001,8,2001_8,49,27.268778,-97.533752,27.3,-97.5,27.3_-97.5,0.3,47715.2,149.9,0.173,0.6,110.1,0.079666667,-0.35,153500.2,75.46666667
LAGUNA SALADA FROM FIXED BAFFIN BAY NAVIGATION MARKER 40 STEER 257 DEGREES FOR 6.366 KM,2001,11,2001_11,9,27.269751,-97.702362,27.3,-97.7,27.3_-97.7,0.3,191459.1,249.4,0.152,1.4,110.1,0.1965,-0.25,449300.8,102.6166667
LAGUNA SALADA FROM FIXED BAFFIN BAY NAVIGATION MARKER 40 STEER 257 DEGREES FOR 8.112 KM,2001,11,2001_11,10,27.265862,-97.719444,27.3,-97.7,27.3_-97.7,0.3,191459.1,249.4,0.152,1.4,110.1,0.1965,-0.25,449300.8,102.6166667
BAFFIN BAY FROM FIXED BAFFIN BAY NAVIGATION MARKER 12 STEER 256 DEGREES FOR 0.959 KM,2001,11,2001_11,10,27.267611,-97.489861,27.3,-97.5,27.3_-97.5,0.3,191459.1,249.4,0.152,1.4,110.1,0.1965,-0.25,449300.8,102.6166667
LAGUNA SALADA FROM FIXED BAFFIN BAY NAVIGATION MARKER 40 STEER 261 DEGREES FOR 7.314 KM,2001,11,2001_11,12,27.271915,-97.712555,27.3,-97.7,27.3_-97.7,0.3,191459.1,249.4,0.152,1.4,110.1,0.1965,-0.25,449300.8,102.6166667
BAFFIN BAY FROM FIXED BAFFIN BAY NAVIGATION MARKER 12 STEER 096 DEGREES FOR 0.383 KM,2001,11,2001_11,13,27.269278,-97.476578,27.3,-97.5,27.3_-97.5,0.3,191459.1,249.4,0.152,1.4,110.1,0.1965,-0.25,449300.8,102.6166667
BAFFIN BAY FROM FIXED BAFFIN BAY NAVIGATION MARKER 8 STEER 216 DEGREES FOR 0.806 KM,2002,2,2002_2,17,27.271528,-97.446861,27.3,-97.4,27.3_-97.4,0.3,-14356.5,32.1,0.161,1.7,110.1,0.204666667,-0.4,350275.7,67.51666667
BAFFIN BAY FROM FIXED BAFFIN BAY NAVIGATION MARKER 34 STEER 196 DEGREES FOR 0.77 KM,2002,2,2002_2,23,27.265583,-97.618362,27.3,-97.6,27.3_-97.6,0.3,-14356.5,32.1,0.161,1.7,110.1,0.204666667,-0.4,350275.7,67.51666667
LAGUNA SALADA FROM FIXED BAFFIN BAY NAVIGATION MARKER 40 STEER 259 DEGREES FOR 6.489 KM,2002,2,2002_2,48,27.271055,-97.703918,27.3,-97.7,27.3_-97.7,0.3,-14356.5,32.1,0.161,1.7,110.1,0.204666667,-0.4,350275.7,67.51666667
LAGUNA SALADA FROM FIXED BAFFIN BAY NAVIGATION MARKER 40 STEER 261 DEGREES FOR 7.356 KM,2002,2,2002_2,63,27.272749,-97.713104,27.3,-97.7,27.3_-97.7,0.3,-14356.5,32.1,0.161,1.7,110.1,0.204666667,-0.4,350275.7,67.51666667
BAFFIN BAY AT CM 14,2002,3,2002_3,269,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,-13174,5.1,0.14,0.9,110.1,0.181,0.216666667,191033.7,60.71666667
BAFFIN BAY FROM FIXED BAFFIN BAY NAVIGATION MARKER 5 STEER 222 DEGREES FOR 0.834 KM,2002,5,2002_5,9,27.269751,-97.426804,27.3,-97.4,27.3_-97.4,0.3,-28832.2,35.4,-0.053,1.9,110.1,0.1095,0.516666667,-73056.2,21.05
BAFFIN BAY FROM FIXED BAFFIN BAY NAVIGATION MARKER 24 STEER 244 DEGREES FOR 0.498 KM,2002,5,2002_5,19,27.265862,-97.554031,27.3,-97.6,27.3_-97.6,0.3,-28832.2,35.4,-0.053,1.9,110.1,0.1095,0.516666667,-73056.2,21.05
BAFFIN BAY FROM FIXED BAFFIN BAY NAVIGATION MARKER 12 STEER 268 DEGREES FOR 2.686 KM,2002,5,2002_5,25,27.269278,-97.507553,27.3,-97.5,27.3_-97.5,0.3,-28832.2,35.4,-0.053,1.9,110.1,0.1095,0.516666667,-73056.2,21.05
LAGUNA SALADA FROM FIXED BAFFIN BAY NAVIGATION MARKER 40 STEER 259 DEGREES FOR 7.575 KM,2002,5,2002_5,29,27.269972,-97.714859,27.3,-97.7,27.3_-97.7,0.3,-28832.2,35.4,-0.053,1.9,110.1,0.1095,0.516666667,-73056.2,21.05
LAGUNA SALADA FROM FIXED BAFFIN BAY NAVIGATION MARKER 40 STEER 257 DEGREES FOR 7.672 KM,2002,5,2002_5,32,27.26775,-97.715363,27.3,-97.7,27.3_-97.7,0.3,-28832.2,35.4,-0.053,1.9,110.1,0.1095,0.516666667,-73056.2,21.05
BAFFIN BAY AT CM 14,2002,5,2002_5,33,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,-28832.2,35.4,-0.053,1.9,110.1,0.1095,0.516666667,-73056.2,21.05
LAGUNA SALADA FROM FIXED BAFFIN BAY NAVIGATION MARKER 40 STEER 258 DEGREES FOR 5.159 KM,2002,5,2002_5,59,27.273167,-97.690697,27.3,-97.7,27.3_-97.7,0.3,-28832.2,35.4,-0.053,1.9,110.1,0.1095,0.516666667,-73056.2,21.05
BAFFIN BAY AT CM 14,2002,5,2002_5,252,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,-28832.2,35.4,-0.053,1.9,110.1,0.1095,0.516666667,-73056.2,21.05
BAFFIN BAY AT CM 14,2002,6,2002_6,131,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,-28226.3,108.7,-0.121,1.9,110.1,0.0545,1.516666667,-129472.1,32.98333333
BAFFIN BAY AT CM 14,2002,10,2002_10,56,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,142857.5,391.2,0.107,-2,67.4,0.006666667,-0.066666667,217133.2,157.0666667
BAFFIN BAY AT CM 14,2003,3,2003_3,30,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,13754.2,52,0.108,0.5,67.4,0.043166667,-0.166666667,380504,135.6333333
BAFFIN BAY AT CM 14,2003,8,2003_8,68,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,-3006.8,0.3,0.411,-2,176.3,0.202333333,-0.45,-11925.1,47.5
BAFFIN BAY AT CM 14,2003,10,2003_10,11,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,164521.7,63.9,0.422,-1,176.3,0.316666667,-0.483333333,366405.5,103.6666667
BAFFIN BAY AT CM 14,2004,2,2004_2,61,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,36684,35.7,0.205,-1.4,176.3,0.2865,-0.416666667,497623.7,85.65
BAFFIN BAY AT CM 14,2004,6,2004_6,17,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,159629.5,68.1,0.173,-1.5,176.3,0.140333333,0.233333333,564424.4,105.05
BAFFIN BAY AT CM 14,2004,7,2004_7,53,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,54915.8,19.8,0.223,-0.8,226.9,0.143166667,0.066666667,577817.8,100.7
BAFFIN BAY AT CM 14,2004,10,2004_10,21,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,57114.5,75.4,0.238,-2,226.9,0.197166667,-0.483333333,535754.8,108.6666667
BAFFIN BAY AT CM 14,2005,1,2005_1,24,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,51552.2,37.9,0.106,1,226.9,0.215166667,0.316666667,361842.2,99.03333333
BAFFIN BAY AT CM 14,2005,5,2005_5,27,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,54690.8,22.6,0.289,-1.6,226.9,0.211166667,-0.233333333,294937.5,39.25
BAFFIN BAY AT CM 14,2005,6,2005_6,48,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,61820.7,39.2,0.322,-1.4,226.9,0.234333333,-0.9,305554.6,42.93333333
BAFFIN BAY AT CM 14,2005,10,2005_10,47,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,70678,52.5,0.233,-1.5,245.3,0.355833333,-0.333333333,391819.2,49.98333333
BAFFIN BAY AT CM 14,2006,2,2006_2,89,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,67724.8,NA,0.07,-0.7,245.3,0.197333333,0,287479.9,68.275
BAFFIN BAY AT CM 14,2006,5,2006_5,31,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,2,35570.1,NA,0.304,-0.6,245.3,0.159,-0.3,195464.4,8.6
BAFFIN BAY AT CM 14,2006,8,2006_8,70,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,55706.8,NA,0.397,-0.9,83.3,0.274833333,-0.433333333,327227.9,NA
BAFFIN BAY AT CM 14,2006,10,2006_10,109,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,72862.9,NA,0.33,-2.4,83.3,0.348333333,-0.766666667,575107.8,NA
BAFFIN BAY AT CM 14,2007,2,2007_2,42,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,23144.4,NA,0.213,-0.2,83.3,0.2535,0.233333333,449917.3,NA
BAFFIN BAY AT CM 14,2007,4,2007_4,42,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,30480,NA,0.155,-0.1,83.3,0.184833333,1.2,234694.2,NA
BAFFIN BAY AT CM 14,2007,8,2007_8,8,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,80792,74.3,0.05,-0.2,73.9,0.107166667,0.2,763037.8,116.1333333
BAFFIN BAY AT CM 14,2007,10,2007_10,8,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,51943.5,46.7,0.153,0.9,73.9,0.102,-0.166666667,834458.1,98.04
BAFFIN BAY AT CM 14,2008,1,2008_1,52,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,28243.4,NA,0.026,1.4,73.9,0.100166667,0.283333333,307560.1,58.025
BAFFIN BAY AT CM 14,2008,4,2008_4,17,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,54722.5,21.8,0.038,-2.8,73.9,0.103333333,0.05,185129.2,20.75
BAFFIN BAY AT CM 14,2008,6,2008_6,13,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,66738.9,NA,0.252,-0.2,73.9,0.127,-0.283333333,273304.8,19.225
BAFFIN BAY AT CM 14,2008,10,2008_10,14,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,74965.4,4.4,0.098,3.1,145.7,0.1805,0.5,861018.9,36.3
BAFFIN BAY AT CM 14,2009,1,2009_1,18,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,27700.2,NA,-0.063,1.6,145.7,0.068333333,1.45,436201.6,12.32
BAFFIN BAY AT CM 14,2009,5,2009_5,84,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,45168.2,41.1,-0.066,2.7,145.7,-0.097166667,1.516666667,185855.6,15.88
BAFFIN BAY AT CM 14,2009,6,2009_6,18,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,43108.3,0.3,0.117,-3.8,145.7,-0.08,0.8,203371.8,15.04
BAFFIN BAY AT CM 14,2009,10,2009_10,178,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,43626,105.2,0.16,-2.2,52.6,0.106,-0.283333333,287356.7,50.64
BAFFIN BAY AT CM 14,2010,1,2010_1,34,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,103547.6,54.7,0.035,-1.9,52.6,0.089833333,-0.5,390057.6,90.13333333
BAFFIN BAY AT CM 14,2010,5,2010_5,21,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,139192.6,3.1,0.455,-0.8,52.6,0.240833333,-2.483333333,596828.5,54.18333333
BAFFIN BAY AT CM 14,2010,7,2010_7,37,27.268333,-97.510002,27.3,-97.5,27.3_-97.5,0.3,1717235,68,0.446,1.7,165.5,0.370166667,-1.166666667,2205510,45.5
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1972,2,1972_2,61,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,82000,98.3,-0.383,0.6,96.8,-0.311333333,0.116666667,1133000,116
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1972,4,1972_4,50,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,33000,145.5,-0.329,1.2,96.8,-0.338666667,0.866666667,254000,71.6
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1972,7,1972_7,38,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,38000,104.5,-0.378,-0.8,35.6,-0.415833333,1.316666667,488000,116.3166667
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1972,10,1972_10,12,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,24000,42.2,-0.289,-1.4,35.6,-0.387,0.1,397000,140.05
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1973,1,1973_1,68,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,35000,59.3,-0.377,0.5,35.6,-0.332,-0.15,146000,95.65
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1973,4,1973_4,50,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,24000,38.7,-0.267,-3.3,35.6,-0.336833333,0.566666667,256000,38.6
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1973,7,1973_7,15,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,63000,6.9,-0.106,0.5,47.9,-0.244333333,0.25,504000,52.91666667
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1973,10,1973_10,10,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,425000,245.5,-0.218,-1.1,47.9,-0.157333333,0.166666667,1052000,136.5666667
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1974,1,1974_1,10,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,27000,45.7,-0.278,2.2,47.9,-0.203166667,0.066666667,820000,111.0166667
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1974,4,1974_4,19,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,36000,1.8,-0.526,-0.4,47.9,-0.3245,0.333333333,205000,31.21666667
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1974,7,1974_7,70,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,24000,12.5,-0.517,1.1,68.4,-0.4475,0.133333333,214000,61.45
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1974,10,1974_10,79,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,87000,68.4,-0.51,-0.1,68.4,-0.492833333,0.116666667,335000,78.51666667
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1975,1,1975_1,19,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,31000,54,-0.275,1.3,68.4,-0.425666667,0.8,334000,56.13333333
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1975,4,1975_4,238,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,28000,6.8,-0.348,0.1,68.4,-0.3445,0.516666667,165000,29.8
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1975,7,1975_7,34,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,88000,73.6,-0.274,-0.7,76.1,-0.327333333,-0.566666667,278000,42.08333333
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1975,10,1975_10,35,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,32000,91.7,-0.356,-1,76.1,-0.307333333,-0.333333333,636000,105.3
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1976,1,1976_1,54,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,23000,14.3,-0.387,0.7,76.1,-0.3225,0.316666667,501000,79.18333333
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1976,4,1976_4,48,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,185000,139.3,-0.429,0.4,76.1,-0.403833333,0.866666667,300000,34.98333333
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1976,7,1976_7,100,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,335000,309.5,-0.309,-3,84.2,-0.442333333,0.7,664000,110.7
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1976,10,1976_10,90,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,206000,183.2,-0.295,1.6,84.2,-0.327,-0.883333333,1000000,135.8666667
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1977,9,1977_9,27,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,64460,66.1,-0.234,-0.9,25.3,-0.164833333,-0.366666667,363950,43.41666667
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1978,9,1978_9,63,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,131783,223.4,-0.192,0.2,63.2,-0.2395,-0.566666667,346249,100.6
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1979,2,1979_2,41,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,23296,21.6,-0.153,-1,63.2,-0.1755,-0.666666667,537907,106.2833333
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1979,5,1979_5,21,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,52894,138.9,-0.119,-0.1,63.2,-0.1865,-1.183333333,257330,98.03333333
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1979,8,1979_8,59,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,65703,116.7,-0.117,0,92.9,-0.140666667,0.116666667,354353,157.8833333
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1979,11,1979_11,41,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,30248,10.9,-0.086,1.3,92.9,-0.090333333,0.5,416245,164.4666667
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1980,2,1980_2,15,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,22816,25.5,-0.079,0.5,92.9,-0.0715,0.333333333,310725,83.28333333
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1980,5,1980_5,46,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,64270,73.7,0.128,-2.1,92.9,-0.026166667,-0.366666667,201681,29.68333333
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1980,8,1980_8,14,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,1073517,221.5,0.022,-2.1,148.9,0.0275,-0.783333333,1232078,61.48333333
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1980,11,1980_11,10,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,57809,108.9,-0.198,-2.7,148.9,-0.015,-0.8,1302008,79.83333333
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1981,2,1981_2,111,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,22945,70.5,-0.177,1.2,148.9,-0.145666667,0.216666667,268309,56.45
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1981,5,1981_5,49,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,188316,128,-0.08,0.1,148.9,-0.1285,0.25,384369,53.85
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1981,8,1981_8,21,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,103438,120.7,-0.111,0.4,100.3,-0.071,-0.333333333,754552,77.5
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1981,11,1981_11,22,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,43388,1,-0.133,-0.8,100.3,-0.101333333,-0.1,724546,101.05
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1982,2,1982_2,19,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,181557,132,-0.075,1.7,100.3,-0.083666667,-0.333333333,521039,83.26666667
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1982,8,1982_8,22,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,38441,36.9,-0.305,2.5,31.5,-0.192166667,0.266666667,728803,34.94
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1982,11,1982_11,81,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,36253,49,-0.413,2.2,31.5,-0.299,0.416666667,492604,41.94
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1983,2,1983_2,13,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,106645,90.2,-0.1,-1.1,31.5,-0.309,1.316666667,288325,53.86666667
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1983,5,1983_5,47,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,48484,15.5,-0.044,-0.4,31.5,-0.111,0.75,326422,43
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1983,8,1983_8,19,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,42277,25.3,-0.154,1.4,17.4,-0.0185,0.316666667,529488,66.02
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1983,9,1983_9,31,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,63881,223.6,-0.212,-1.9,17.4,-0.068,-0.333333333,530342,102.36
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1984,3,1984_3,35,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,32310,8.9,-0.121,-1.9,17.4,-0.108833333,0.3,257851,45.11666667
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1984,6,1984_6,40,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,32034,3.9,-0.321,0.3,17.4,-0.157333333,0.666666667,253793,29.83333333
LAGUNA MADRE 1.87 KN NORTHWEST OF POINT PENASCAL AT INTERSECTION OF ICWW AT BAFFIN BAY MARKER,1984,8,1984_8,109,27.276388,-97.410278,27.3,-97.4,27.3_-97.4,0.3,22972,30.3,-0.222,0.5,84.3,-0.206833333,-0.366666667,206600,24.31666667
